country,year,sex,measure,category,method,unit,value
Sweden,2015,Total,Life expectancy,Total,,Years,82.2
Sweden,2024,Male,Life expectancy,Total,,Years,82.3
Sweden,2023,Male,Life expectancy,Total,,Years,81.6
Sweden,2022,Male,Life expectancy,Total,,Years,81.3
Sweden,2021,Male,Life expectancy,Total,,Years,81.2
Sweden,2020,Male,Life expectancy,Total,,Years,80.6
Sweden,2024,Female,Life expectancy,Total,,Years,85.3
Sweden,2023,Female,Life expectancy,Total,,Years,84.9
Sweden,2022,Female,Life expectancy,Total,,Years,84.7
Sweden,2021,Female,Life expectancy,Total,,Years,84.8
Sweden,2020,Female,Life expectancy,Total,,Years,84.3
Sweden,2019,Female,Life expectancy,Total,,Years,84.7
Sweden,2018,Female,Life expectancy,Total,,Years,84.3
Sweden,2017,Female,Life expectancy,Total,,Years,84.1
Sweden,2016,Female,Life expectancy,Total,,Years,84.1
Sweden,2015,Female,Life expectancy,Total,,Years,84
Switzerland,2021,Total,Life expectancy,Total,,Years,83.6
Switzerland,2020,Total,Life expectancy,Total,,Years,83.1
Switzerland,2016,Female,Life expectancy,Total,,Years,85.2
Switzerland,2015,Female,Life expectancy,Total,,Years,84.9
Switzerland,2024,Total,Life expectancy,Total,,Years,84.2
Switzerland,2024,Male,Life expectancy,Total,,Years,82.4
Switzerland,2024,Female,Life expectancy,Total,,Years,85.9
Switzerland,2019,Total,Life expectancy,Total,,Years,83.8
Switzerland,2018,Total,Life expectancy,Total,,Years,83.6
Switzerland,2017,Total,Life expectancy,Total,,Years,83.4
Switzerland,2016,Total,Life expectancy,Total,,Years,83.4
Switzerland,2015,Total,Life expectancy,Total,,Years,82.9
Switzerland,2023,Female,Life expectancy,Total,,Years,85.8
Switzerland,2022,Female,Life expectancy,Total,,Years,85.4
Switzerland,2021,Female,Life expectancy,Total,,Years,85.6
Switzerland,2020,Female,Life expectancy,Total,,Years,85.1
Switzerland,2019,Female,Life expectancy,Total,,Years,85.6
Switzerland,2018,Female,Life expectancy,Total,,Years,85.4
Switzerland,2017,Female,Life expectancy,Total,,Years,85.4
Switzerland,2023,Male,Life expectancy,Total,,Years,82.2
Switzerland,2022,Male,Life expectancy,Total,,Years,81.6
Switzerland,2021,Male,Life expectancy,Total,,Years,81.6
Switzerland,2020,Male,Life expectancy,Total,,Years,81
Switzerland,2019,Male,Life expectancy,Total,,Years,81.9
Switzerland,2018,Male,Life expectancy,Total,,Years,81.6
Switzerland,2017,Male,Life expectancy,Total,,Years,81.4
Switzerland,2016,Male,Life expectancy,Total,,Years,81.5
Switzerland,2015,Male,Life expectancy,Total,,Years,80.7
Switzerland,2023,Total,Life expectancy,Total,,Years,84.1
Türkiye,2015,Total,Life expectancy,Total,,Years,78
Türkiye,2023,Male,Life expectancy,Total,,Years,75.5
Türkiye,2019,Female,Life expectancy,Total,,Years,81.1
Türkiye,2018,Female,Life expectancy,Total,,Years,81.3
Türkiye,2017,Female,Life expectancy,Total,,Years,81
Türkiye,2016,Female,Life expectancy,Total,,Years,80.8
Türkiye,2015,Female,Life expectancy,Total,,Years,80.7
Türkiye,2022,Male,Life expectancy,Total,,Years,74.7
Türkiye,2021,Male,Life expectancy,Total,,Years,74.8
Türkiye,2020,Male,Life expectancy,Total,,Years,75
Türkiye,2019,Male,Life expectancy,Total,,Years,75.6
Türkiye,2018,Male,Life expectancy,Total,,Years,75.9
Türkiye,2017,Male,Life expectancy,Total,,Years,75.6
Türkiye,2016,Male,Life expectancy,Total,,Years,75.3
Türkiye,2015,Male,Life expectancy,Total,,Years,75.3
Türkiye,2023,Female,Life expectancy,Total,,Years,80.7
Türkiye,2022,Female,Life expectancy,Total,,Years,80
Türkiye,2021,Female,Life expectancy,Total,,Years,80.3
Türkiye,2020,Female,Life expectancy,Total,,Years,80.5
Türkiye,2023,Total,Life expectancy,Total,,Years,78.1
Türkiye,2022,Total,Life expectancy,Total,,Years,77.3
Türkiye,2021,Total,Life expectancy,Total,,Years,77.5
Türkiye,2020,Total,Life expectancy,Total,,Years,77.7
Türkiye,2019,Total,Life expectancy,Total,,Years,78.3
Türkiye,2018,Total,Life expectancy,Total,,Years,78.6
Türkiye,2017,Total,Life expectancy,Total,,Years,78.3
United Kingdom,2023,Male,Life expectancy,Total,,Years,79
United Kingdom,2022,Male,Life expectancy,Total,,Years,79
United Kingdom,2019,Female,Life expectancy,Total,,Years,83.2
United Kingdom,2018,Female,Life expectancy,Total,,Years,82.9
United Kingdom,2017,Female,Life expectancy,Total,,Years,82.9
United Kingdom,2016,Female,Life expectancy,Total,,Years,82.8
United Kingdom,2015,Female,Life expectancy,Total,,Years,82.7
United Kingdom,2021,Male,Life expectancy,Total,,Years,78.5
United Kingdom,2020,Male,Life expectancy,Total,,Years,78.3
United Kingdom,2019,Male,Life expectancy,Total,,Years,79.5
United Kingdom,2018,Male,Life expectancy,Total,,Years,79.2
United Kingdom,2017,Male,Life expectancy,Total,,Years,79.2
United Kingdom,2016,Male,Life expectancy,Total,,Years,79.2
United Kingdom,2015,Male,Life expectancy,Total,,Years,79
United Kingdom,2024,Female,Life expectancy,Total,,Years,83.3
United Kingdom,2023,Female,Life expectancy,Total,,Years,82.9
United Kingdom,2022,Female,Life expectancy,Total,,Years,82.9
United Kingdom,2021,Female,Life expectancy,Total,,Years,82.5
United Kingdom,2020,Female,Life expectancy,Total,,Years,82.3
United Kingdom,2024,Total,Life expectancy,Total,,Years,81.3
United Kingdom,2023,Total,Life expectancy,Total,,Years,81
United Kingdom,2022,Total,Life expectancy,Total,,Years,80.9
United Kingdom,2021,Total,Life expectancy,Total,,Years,80.5
United Kingdom,2020,Total,Life expectancy,Total,,Years,80.3
United Kingdom,2019,Total,Life expectancy,Total,,Years,81.3
United Kingdom,2018,Total,Life expectancy,Total,,Years,81
United Kingdom,2017,Total,Life expectancy,Total,,Years,81.1
United Kingdom,2016,Total,Life expectancy,Total,,Years,81
United Kingdom,2015,Total,Life expectancy,Total,,Years,80.8
United States,2023,Male,Life expectancy,Total,,Years,75.8
United States,2022,Male,Life expectancy,Total,,Years,74.8
United States,2019,Female,Life expectancy,Total,,Years,81.4
United States,2018,Female,Life expectancy,Total,,Years,81.2
United States,2017,Female,Life expectancy,Total,,Years,81.1
United States,2016,Female,Life expectancy,Total,,Years,81.1
United States,2015,Female,Life expectancy,Total,,Years,81.1
United States,2021,Male,Life expectancy,Total,,Years,73.5
United States,2020,Male,Life expectancy,Total,,Years,74.2
United States,2019,Male,Life expectancy,Total,,Years,76.3
United States,2018,Male,Life expectancy,Total,,Years,76.2
United States,2017,Male,Life expectancy,Total,,Years,76.1
United States,2016,Male,Life expectancy,Total,,Years,76.2
United States,2015,Male,Life expectancy,Total,,Years,76.3
United States,2024,Female,Life expectancy,Total,,Years,81.4
United States,2023,Female,Life expectancy,Total,,Years,81.1
United States,2022,Female,Life expectancy,Total,,Years,80.2
United States,2021,Female,Life expectancy,Total,,Years,79.3
United States,2020,Female,Life expectancy,Total,,Years,79.9
United States,2024,Total,Life expectancy,Total,,Years,79
United States,2023,Total,Life expectancy,Total,,Years,78.4
United States,2022,Total,Life expectancy,Total,,Years,77.5
United States,2021,Total,Life expectancy,Total,,Years,76.4
United States,2020,Total,Life expectancy,Total,,Years,77
United States,2019,Total,Life expectancy,Total,,Years,78.8
United States,2018,Total,Life expectancy,Total,,Years,78.7
United States,2017,Total,Life expectancy,Total,,Years,78.6
United States,2016,Total,Life expectancy,Total,,Years,78.7
United States,2015,Total,Life expectancy,Total,,Years,78.7
Argentina,2023,Male,Life expectancy,Total,,Years,74.8
Argentina,2022,Male,Life expectancy,Total,,Years,73.2
Argentina,2019,Female,Life expectancy,Total,,Years,79.4
Argentina,2018,Female,Life expectancy,Total,,Years,79.5
Argentina,2017,Female,Life expectancy,Total,,Years,79.2
Argentina,2016,Female,Life expectancy,Total,,Years,79.1
Argentina,2015,Female,Life expectancy,Total,,Years,79.8
Argentina,2021,Male,Life expectancy,Total,,Years,71.1
Argentina,2020,Male,Life expectancy,Total,,Years,73
Argentina,2019,Male,Life expectancy,Total,,Years,74.2
Argentina,2018,Male,Life expectancy,Total,,Years,74
Argentina,2017,Male,Life expectancy,Total,,Years,73.8
Argentina,2016,Male,Life expectancy,Total,,Years,73
Argentina,2015,Male,Life expectancy,Total,,Years,73.4
Argentina,2024,Female,Life expectancy,Total,,Years,80
Argentina,2023,Female,Life expectancy,Total,,Years,79.9
Argentina,2022,Female,Life expectancy,Total,,Years,78.3
Argentina,2021,Female,Life expectancy,Total,,Years,76.9
Argentina,2020,Female,Life expectancy,Total,,Years,78.8
Argentina,2024,Total,Life expectancy,Total,,Years,77.5
Argentina,2023,Total,Life expectancy,Total,,Years,77.4
Argentina,2022,Total,Life expectancy,Total,,Years,75.8
Argentina,2021,Total,Life expectancy,Total,,Years,73.9
Argentina,2020,Total,Life expectancy,Total,,Years,75.9
Argentina,2019,Total,Life expectancy,Total,,Years,76.8
Argentina,2018,Total,Life expectancy,Total,,Years,76.8
Argentina,2017,Total,Life expectancy,Total,,Years,76.5
Argentina,2016,Total,Life expectancy,Total,,Years,76.1
Argentina,2015,Total,Life expectancy,Total,,Years,76.6
Brazil,2022,Male,Life expectancy,Total,,Years,71.7
Brazil,2021,Male,Life expectancy,Total,,Years,69.8
Brazil,2018,Female,Life expectancy,Total,,Years,79
Brazil,2017,Female,Life expectancy,Total,,Years,78.8
Brazil,2016,Female,Life expectancy,Total,,Years,78.5
Brazil,2015,Female,Life expectancy,Total,,Years,78.5
Brazil,2020,Male,Life expectancy,Total,,Years,71.5
Brazil,2019,Male,Life expectancy,Total,,Years,72.7
Brazil,2018,Male,Life expectancy,Total,,Years,72.4
Brazil,2017,Male,Life expectancy,Total,,Years,72.1
Brazil,2016,Male,Life expectancy,Total,,Years,71.7
Brazil,2015,Male,Life expectancy,Total,,Years,71.8
Brazil,2024,Female,Life expectancy,Total,,Years,79.1
Brazil,2023,Female,Life expectancy,Total,,Years,79
Brazil,2022,Female,Life expectancy,Total,,Years,78.1
Brazil,2021,Female,Life expectancy,Total,,Years,76.4
Brazil,2020,Female,Life expectancy,Total,,Years,77.6
Brazil,2019,Female,Life expectancy,Total,,Years,79
Brazil,2024,Total,Life expectancy,Total,,Years,76
Brazil,2023,Total,Life expectancy,Total,,Years,75.8
Brazil,2022,Total,Life expectancy,Total,,Years,74.9
Brazil,2021,Total,Life expectancy,Total,,Years,73
Brazil,2020,Total,Life expectancy,Total,,Years,74.5
Brazil,2019,Total,Life expectancy,Total,,Years,75.8
Brazil,2018,Total,Life expectancy,Total,,Years,75.6
Brazil,2017,Total,Life expectancy,Total,,Years,75.4
Brazil,2016,Total,Life expectancy,Total,,Years,75.1
Brazil,2015,Total,Life expectancy,Total,,Years,75.1
Brazil,2024,Male,Life expectancy,Total,,Years,73
Bulgaria,2022,Male,Life expectancy,Total,,Years,70.5
Bulgaria,2021,Male,Life expectancy,Total,,Years,67.7
Bulgaria,2018,Female,Life expectancy,Total,,Years,78.3
Bulgaria,2017,Female,Life expectancy,Total,,Years,78.2
Bulgaria,2016,Female,Life expectancy,Total,,Years,78.4
Bulgaria,2015,Female,Life expectancy,Total,,Years,78
Bulgaria,2020,Male,Life expectancy,Total,,Years,69.6
Bulgaria,2019,Male,Life expectancy,Total,,Years,71.2
Bulgaria,2018,Male,Life expectancy,Total,,Years,71.2
Bulgaria,2017,Male,Life expectancy,Total,,Years,71.1
Bulgaria,2016,Male,Life expectancy,Total,,Years,71.1
Bulgaria,2015,Male,Life expectancy,Total,,Years,71.1
Bulgaria,2024,Female,Life expectancy,Total,,Years,79.5
Bulgaria,2023,Female,Life expectancy,Total,,Years,79.5
Bulgaria,2022,Female,Life expectancy,Total,,Years,77.9
Bulgaria,2021,Female,Life expectancy,Total,,Years,75
Bulgaria,2020,Female,Life expectancy,Total,,Years,77.3
Bulgaria,2019,Female,Life expectancy,Total,,Years,78.5
Bulgaria,2024,Total,Life expectancy,Total,,Years,75.8
Bulgaria,2023,Total,Life expectancy,Total,,Years,75.7
Bulgaria,2022,Total,Life expectancy,Total,,Years,74.1
Bulgaria,2021,Total,Life expectancy,Total,,Years,71.2
Bulgaria,2020,Total,Life expectancy,Total,,Years,73.3
Bulgaria,2019,Total,Life expectancy,Total,,Years,74.8
Bulgaria,2018,Total,Life expectancy,Total,,Years,74.7
Bulgaria,2017,Total,Life expectancy,Total,,Years,74.6
Bulgaria,2016,Total,Life expectancy,Total,,Years,74.7
Bulgaria,2015,Total,Life expectancy,Total,,Years,74.5
Bulgaria,2024,Male,Life expectancy,Total,,Years,72.2
China (People’s Republic of),2022,Male,Life expectancy,Total,,Years,75.5
China (People’s Republic of),2021,Male,Life expectancy,Total,,Years,75.5
China (People’s Republic of),2018,Female,Life expectancy,Total,,Years,80.6
China (People’s Republic of),2017,Female,Life expectancy,Total,,Years,80.3
China (People’s Republic of),2016,Female,Life expectancy,Total,,Years,80.1
China (People’s Republic of),2015,Female,Life expectancy,Total,,Years,79.8
China (People’s Republic of),2020,Male,Life expectancy,Total,,Years,75.2
China (People’s Republic of),2019,Male,Life expectancy,Total,,Years,75.3
China (People’s Republic of),2018,Male,Life expectancy,Total,,Years,75
China (People’s Republic of),2017,Male,Life expectancy,Total,,Years,74.4
China (People’s Republic of),2016,Male,Life expectancy,Total,,Years,74.6
China (People’s Republic of),2015,Male,Life expectancy,Total,,Years,74.4
China (People’s Republic of),2024,Female,Life expectancy,Total,,Years,81
China (People’s Republic of),2023,Female,Life expectancy,Total,,Years,80.9
China (People’s Republic of),2022,Female,Life expectancy,Total,,Years,81.1
China (People’s Republic of),2021,Female,Life expectancy,Total,,Years,80.9
China (People’s Republic of),2020,Female,Life expectancy,Total,,Years,81
China (People’s Republic of),2019,Female,Life expectancy,Total,,Years,80.7
China (People’s Republic of),2024,Total,Life expectancy,Total,,Years,78
China (People’s Republic of),2023,Total,Life expectancy,Total,,Years,78
China (People’s Republic of),2022,Total,Life expectancy,Total,,Years,78.2
China (People’s Republic of),2021,Total,Life expectancy,Total,,Years,78.1
China (People’s Republic of),2020,Total,Life expectancy,Total,,Years,78
China (People’s Republic of),2019,Total,Life expectancy,Total,,Years,77.9
China (People’s Republic of),2018,Total,Life expectancy,Total,,Years,77.7
China (People’s Republic of),2017,Total,Life expectancy,Total,,Years,77.2
China (People’s Republic of),2016,Total,Life expectancy,Total,,Years,77.2
China (People’s Republic of),2015,Total,Life expectancy,Total,,Years,77
China (People’s Republic of),2024,Male,Life expectancy,Total,,Years,75.2
Croatia,2022,Male,Life expectancy,Total,,Years,74.6
Croatia,2021,Male,Life expectancy,Total,,Years,73.5
Croatia,2018,Female,Life expectancy,Total,,Years,81.2
Croatia,2017,Female,Life expectancy,Total,,Years,80.8
Croatia,2016,Female,Life expectancy,Total,,Years,81.1
Croatia,2015,Female,Life expectancy,Total,,Years,80.4
Croatia,2020,Male,Life expectancy,Total,,Years,74.5
Croatia,2019,Male,Life expectancy,Total,,Years,75.2
Croatia,2018,Male,Life expectancy,Total,,Years,74.7
Croatia,2017,Male,Life expectancy,Total,,Years,74.8
Croatia,2016,Male,Life expectancy,Total,,Years,74.8
Croatia,2015,Male,Life expectancy,Total,,Years,74.3
Croatia,2024,Female,Life expectancy,Total,,Years,81.8
Croatia,2023,Female,Life expectancy,Total,,Years,81.7
Croatia,2022,Female,Life expectancy,Total,,Years,80.8
Croatia,2021,Female,Life expectancy,Total,,Years,79.7
Croatia,2020,Female,Life expectancy,Total,,Years,80.7
Croatia,2019,Female,Life expectancy,Total,,Years,81.3
Croatia,2024,Total,Life expectancy,Total,,Years,78.9
Croatia,2023,Total,Life expectancy,Total,,Years,78.5
Croatia,2022,Total,Life expectancy,Total,,Years,77.7
Croatia,2021,Total,Life expectancy,Total,,Years,76.6
Croatia,2020,Total,Life expectancy,Total,,Years,77.6
Croatia,2019,Total,Life expectancy,Total,,Years,78.3
Croatia,2018,Total,Life expectancy,Total,,Years,78
Croatia,2017,Total,Life expectancy,Total,,Years,77.8
Croatia,2016,Total,Life expectancy,Total,,Years,78
Croatia,2015,Total,Life expectancy,Total,,Years,77.4
Croatia,2024,Male,Life expectancy,Total,,Years,76
India,2022,Male,Life expectancy,Total,,Years,70.2
India,2021,Male,Life expectancy,Total,,Years,65.9
India,2018,Female,Life expectancy,Total,,Years,72
India,2017,Female,Life expectancy,Total,,Years,71.6
India,2016,Female,Life expectancy,Total,,Years,71.3
India,2015,Female,Life expectancy,Total,,Years,70.9
India,2020,Male,Life expectancy,Total,,Years,68.5
India,2019,Male,Life expectancy,Total,,Years,69.3
India,2018,Male,Life expectancy,Total,,Years,69
India,2017,Male,Life expectancy,Total,,Years,68.6
India,2016,Male,Life expectancy,Total,,Years,68.2
India,2015,Male,Life expectancy,Total,,Years,67.8
India,2024,Female,Life expectancy,Total,,Years,73.9
India,2023,Female,Life expectancy,Total,,Years,73.6
India,2022,Female,Life expectancy,Total,,Years,73.3
India,2021,Female,Life expectancy,Total,,Years,68.8
India,2020,Female,Life expectancy,Total,,Years,71.9
India,2019,Female,Life expectancy,Total,,Years,72.3
India,2024,Total,Life expectancy,Total,,Years,72.2
India,2023,Total,Life expectancy,Total,,Years,72
India,2022,Total,Life expectancy,Total,,Years,71.7
India,2021,Total,Life expectancy,Total,,Years,67.3
India,2020,Total,Life expectancy,Total,,Years,70.2
India,2019,Total,Life expectancy,Total,,Years,70.7
India,2018,Total,Life expectancy,Total,,Years,70.4
India,2017,Total,Life expectancy,Total,,Years,70.1
India,2016,Total,Life expectancy,Total,,Years,69.7
India,2015,Total,Life expectancy,Total,,Years,69.3
India,2024,Male,Life expectancy,Total,,Years,70.7
Indonesia,2022,Male,Life expectancy,Total,,Years,68.9
Indonesia,2021,Male,Life expectancy,Total,,Years,65.5
Indonesia,2018,Female,Life expectancy,Total,,Years,72.1
Indonesia,2017,Female,Life expectancy,Total,,Years,71.9
Indonesia,2016,Female,Life expectancy,Total,,Years,71.7
Indonesia,2015,Female,Life expectancy,Total,,Years,71.5
Indonesia,2020,Male,Life expectancy,Total,,Years,66.6
Indonesia,2019,Male,Life expectancy,Total,,Years,68.3
Indonesia,2018,Male,Life expectancy,Total,,Years,68.1
Indonesia,2017,Male,Life expectancy,Total,,Years,68
Indonesia,2016,Male,Life expectancy,Total,,Years,67.8
Indonesia,2015,Male,Life expectancy,Total,,Years,67.6
Indonesia,2024,Female,Life expectancy,Total,,Years,73.4
Indonesia,2023,Female,Life expectancy,Total,,Years,73.3
Indonesia,2022,Female,Life expectancy,Total,,Years,73
Indonesia,2021,Female,Life expectancy,Total,,Years,69.4
Indonesia,2020,Female,Life expectancy,Total,,Years,71.1
Indonesia,2019,Female,Life expectancy,Total,,Years,72.4
Indonesia,2024,Total,Life expectancy,Total,,Years,71.3
Indonesia,2023,Total,Life expectancy,Total,,Years,71.1
Indonesia,2022,Total,Life expectancy,Total,,Years,70.9
Indonesia,2021,Total,Life expectancy,Total,,Years,67.5
Indonesia,2020,Total,Life expectancy,Total,,Years,68.8
Indonesia,2019,Total,Life expectancy,Total,,Years,70.3
Indonesia,2018,Total,Life expectancy,Total,,Years,70.1
Indonesia,2017,Total,Life expectancy,Total,,Years,70
Indonesia,2016,Total,Life expectancy,Total,,Years,69.7
Indonesia,2015,Total,Life expectancy,Total,,Years,69.5
Indonesia,2024,Male,Life expectancy,Total,,Years,69.2
Peru,2022,Male,Life expectancy,Total,,Years,74.4
Peru,2021,Male,Life expectancy,Total,,Years,74.3
Peru,2018,Female,Life expectancy,Total,,Years,79.3
Peru,2017,Female,Life expectancy,Total,,Years,79.1
Peru,2016,Female,Life expectancy,Total,,Years,78.8
Peru,2015,Female,Life expectancy,Total,,Years,78.5
Peru,2020,Male,Life expectancy,Total,,Years,74.1
Peru,2019,Male,Life expectancy,Total,,Years,74
Peru,2018,Male,Life expectancy,Total,,Years,73.8
Peru,2017,Male,Life expectancy,Total,,Years,73.6
Peru,2016,Male,Life expectancy,Total,,Years,73.4
Peru,2015,Male,Life expectancy,Total,,Years,73.2
Peru,2024,Female,Life expectancy,Total,,Years,80
Peru,2023,Female,Life expectancy,Total,,Years,79.8
Peru,2022,Female,Life expectancy,Total,,Years,79.7
Peru,2021,Female,Life expectancy,Total,,Years,79.6
Peru,2020,Female,Life expectancy,Total,,Years,79.5
Peru,2019,Female,Life expectancy,Total,,Years,79.4
Peru,2024,Total,Life expectancy,Total,,Years,77.4
Peru,2023,Total,Life expectancy,Total,,Years,77.2
Peru,2022,Total,Life expectancy,Total,,Years,77.1
Peru,2021,Total,Life expectancy,Total,,Years,77
Peru,2020,Total,Life expectancy,Total,,Years,76.9
Peru,2019,Total,Life expectancy,Total,,Years,76.7
Peru,2018,Total,Life expectancy,Total,,Years,76.6
Peru,2017,Total,Life expectancy,Total,,Years,76.4
Peru,2016,Total,Life expectancy,Total,,Years,76.1
Peru,2015,Total,Life expectancy,Total,,Years,75.9
Peru,2024,Male,Life expectancy,Total,,Years,74.7
Romania,2022,Male,Life expectancy,Total,,Years,71.3
Romania,2021,Male,Life expectancy,Total,,Years,69.2
Romania,2018,Female,Life expectancy,Total,,Years,79.1
Romania,2017,Female,Life expectancy,Total,,Years,78.9
Romania,2016,Female,Life expectancy,Total,,Years,78.9
Romania,2015,Female,Life expectancy,Total,,Years,78.5
Romania,2020,Male,Life expectancy,Total,,Years,70.3
Romania,2019,Male,Life expectancy,Total,,Years,71.9
Romania,2018,Male,Life expectancy,Total,,Years,71.6
Romania,2017,Male,Life expectancy,Total,,Years,71.6
Romania,2016,Male,Life expectancy,Total,,Years,71.6
Romania,2015,Male,Life expectancy,Total,,Years,71.3
Romania,2024,Female,Life expectancy,Total,,Years,80.3
Romania,2023,Female,Life expectancy,Total,,Years,80.2
Romania,2022,Female,Life expectancy,Total,,Years,79.1
Romania,2021,Female,Life expectancy,Total,,Years,76.6
Romania,2020,Female,Life expectancy,Total,,Years,78.2
Romania,2019,Female,Life expectancy,Total,,Years,79.4
Romania,2024,Total,Life expectancy,Total,,Years,76.5
Romania,2023,Total,Life expectancy,Total,,Years,76.3
Romania,2022,Total,Life expectancy,Total,,Years,75.1
Romania,2021,Total,Life expectancy,Total,,Years,72.8
Romania,2020,Total,Life expectancy,Total,,Years,74.1
Romania,2019,Total,Life expectancy,Total,,Years,75.6
Romania,2018,Total,Life expectancy,Total,,Years,75.3
Romania,2017,Total,Life expectancy,Total,,Years,75.2
Romania,2016,Total,Life expectancy,Total,,Years,75.2
Romania,2015,Total,Life expectancy,Total,,Years,74.9
Romania,2024,Male,Life expectancy,Total,,Years,72.8
Russia,2020,Female,Life expectancy,Total,,Years,76.4
Russia,2020,Male,Life expectancy,Total,,Years,66.5
Russia,2016,Total,Life expectancy,Total,,Years,71.7
Russia,2015,Total,Life expectancy,Total,,Years,71.2
Russia,2015,Male,Life expectancy,Total,,Years,65.9
Russia,2015,Female,Life expectancy,Total,,Years,76.7
Russia,2020,Total,Life expectancy,Total,,Years,71.3
Russia,2019,Total,Life expectancy,Total,,Years,73.1
Russia,2019,Male,Life expectancy,Total,,Years,68.2
Russia,2019,Female,Life expectancy,Total,,Years,78.2
Russia,2018,Female,Life expectancy,Total,,Years,77.8
Russia,2018,Male,Life expectancy,Total,,Years,67.8
Russia,2018,Total,Life expectancy,Total,,Years,72.7
Russia,2017,Total,Life expectancy,Total,,Years,72.5
Russia,2017,Male,Life expectancy,Total,,Years,67.5
Russia,2017,Female,Life expectancy,Total,,Years,77.6
Russia,2016,Female,Life expectancy,Total,,Years,77.1
Russia,2016,Male,Life expectancy,Total,,Years,66.5
Russia,2023,Total,Life expectancy,Total,,Years,73.3
Russia,2023,Male,Life expectancy,Total,,Years,68
Russia,2023,Female,Life expectancy,Total,,Years,78.7
Russia,2022,Female,Life expectancy,Total,,Years,77.8
Russia,2022,Male,Life expectancy,Total,,Years,67.6
Russia,2022,Total,Life expectancy,Total,,Years,72.5
Russia,2021,Total,Life expectancy,Total,,Years,69.9
Russia,2021,Male,Life expectancy,Total,,Years,65.5
South Africa,2022,Female,Life expectancy,Total,,Years,69
South Africa,2021,Female,Life expectancy,Total,,Years,64.8
South Africa,2018,Male,Life expectancy,Total,,Years,62.3
South Africa,2017,Male,Life expectancy,Total,,Years,62
South Africa,2016,Male,Life expectancy,Total,,Years,61.3
South Africa,2015,Male,Life expectancy,Total,,Years,60.8
South Africa,2020,Female,Life expectancy,Total,,Years,67.9
South Africa,2019,Female,Life expectancy,Total,,Years,69.2
South Africa,2018,Female,Life expectancy,Total,,Years,68.9
South Africa,2017,Female,Life expectancy,Total,,Years,68.6
South Africa,2016,Female,Life expectancy,Total,,Years,67.9
South Africa,2015,Female,Life expectancy,Total,,Years,67
South Africa,2024,Male,Life expectancy,Total,,Years,62.8
South Africa,2023,Male,Life expectancy,Total,,Years,62.6
South Africa,2022,Male,Life expectancy,Total,,Years,61.8
South Africa,2021,Male,Life expectancy,Total,,Years,59.2
South Africa,2020,Male,Life expectancy,Total,,Years,62.2
South Africa,2019,Male,Life expectancy,Total,,Years,62.7
South Africa,2024,Total,Life expectancy,Total,,Years,66.3
South Africa,2023,Total,Life expectancy,Total,,Years,66.1
South Africa,2022,Total,Life expectancy,Total,,Years,65.5
South Africa,2021,Total,Life expectancy,Total,,Years,62
South Africa,2020,Total,Life expectancy,Total,,Years,65.2
South Africa,2019,Total,Life expectancy,Total,,Years,66.1
South Africa,2018,Total,Life expectancy,Total,,Years,65.7
South Africa,2017,Total,Life expectancy,Total,,Years,65.4
South Africa,2016,Total,Life expectancy,Total,,Years,64.7
South Africa,2015,Total,Life expectancy,Total,,Years,64.1
South Africa,2024,Female,Life expectancy,Total,,Years,69.8
Thailand,2022,Female,Life expectancy,Total,,Years,79.8
Thailand,2021,Female,Life expectancy,Total,,Years,82.1
Thailand,2018,Total,Life expectancy,Total,,Years,77.2
Thailand,2017,Total,Life expectancy,Total,,Years,77
Thailand,2016,Total,Life expectancy,Total,,Years,76.8
Thailand,2015,Total,Life expectancy,Total,,Years,76.6
Thailand,2020,Female,Life expectancy,Total,,Years,81.9
Thailand,2019,Female,Life expectancy,Total,,Years,81.8
Thailand,2018,Female,Life expectancy,Total,,Years,81.6
Thailand,2017,Female,Life expectancy,Total,,Years,81.4
Thailand,2016,Female,Life expectancy,Total,,Years,81.1
Thailand,2015,Female,Life expectancy,Total,,Years,80.9
Thailand,2024,Total,Life expectancy,Total,,Years,76.6
Thailand,2023,Total,Life expectancy,Total,,Years,76.4
Thailand,2022,Total,Life expectancy,Total,,Years,75.3
Thailand,2021,Total,Life expectancy,Total,,Years,77.6
Thailand,2020,Total,Life expectancy,Total,,Years,77.3
Thailand,2019,Total,Life expectancy,Total,,Years,77.2
Thailand,2024,Male,Life expectancy,Total,,Years,72.3
Thailand,2023,Male,Life expectancy,Total,,Years,72.2
Thailand,2022,Male,Life expectancy,Total,,Years,71
Thailand,2021,Male,Life expectancy,Total,,Years,73.3
Thailand,2020,Male,Life expectancy,Total,,Years,73
Thailand,2019,Male,Life expectancy,Total,,Years,72.8
Thailand,2018,Male,Life expectancy,Total,,Years,73
Thailand,2017,Male,Life expectancy,Total,,Years,72.8
Thailand,2016,Male,Life expectancy,Total,,Years,72.6
Thailand,2015,Male,Life expectancy,Total,,Years,72.5
Thailand,2024,Female,Life expectancy,Total,,Years,81
Ukraine,2022,Male,Life expectancy,Total,,Years,66.2
Ukraine,2021,Male,Life expectancy,Total,,Years,67.1
Ukraine,2018,Female,Life expectancy,Total,,Years,78.3
Ukraine,2017,Female,Life expectancy,Total,,Years,78.6
Ukraine,2016,Female,Life expectancy,Total,,Years,78
Ukraine,2015,Female,Life expectancy,Total,,Years,77.5
Ukraine,2020,Male,Life expectancy,Total,,Years,68.3
