country,year,sex,measure,category,method,unit,value
Belgium,2017,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
Belgium,2021,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
Costa Rica,2015,Female,Mortality,"Symptoms, signs, ill-defined causes",Crude rate,Deaths per 100 000 inhabitants,4.2
Denmark,2016,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Finland,2018,Female,Mortality,Diseases of the genitourinary system,Crude rate,Deaths per 100 000 inhabitants,4.2
Finland,2020,Female,Mortality,"Symptoms, signs, ill-defined causes",Crude rate,Deaths per 100 000 inhabitants,4.2
Finland,2022,Female,Mortality,Certain infectious and parasitic diseases,Crude rate,Deaths per 100 000 inhabitants,4.2
France,2019,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Iceland,2024,Female,Mortality,Codes for special purposes: COVID-19,Crude rate,Deaths per 100 000 inhabitants,4.2
Ireland,2017,Female,Mortality,"Symptoms, signs, ill-defined causes",Crude rate,Deaths per 100 000 inhabitants,4.2
Israel,2016,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Japan,2022,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Latvia,2016,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
Luxembourg,2021,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Mexico,2023,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
Netherlands,2024,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Poland,2015,Female,Mortality,Certain infectious and parasitic diseases,Crude rate,Deaths per 100 000 inhabitants,4.2
Poland,2018,Female,Mortality,Mental and behavioural disorders,Crude rate,Deaths per 100 000 inhabitants,4.2
Portugal,2019,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Spain,2016,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
United Kingdom,2015,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
United Kingdom,2016,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
United Kingdom,2018,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
United Kingdom,2020,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
Argentina,2019,Female,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Crude rate,Deaths per 100 000 inhabitants,4.2
Argentina,2022,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.2
Argentina,2022,Female,Mortality,Certain conditions originating in the perinatal period,Crude rate,Deaths per 100 000 inhabitants,4.2
Brazil,2020,Female,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Crude rate,Deaths per 100 000 inhabitants,4.2
Brazil,2021,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
Croatia,2021,Female,Mortality,Diseases of the musculoskeletal system and connective tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
Peru,2021,Female,Mortality,Certain conditions originating in the perinatal period,Crude rate,Deaths per 100 000 inhabitants,4.2
Russia,2017,Female,Mortality,Diseases of the musculoskeletal system and connective tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
South Africa,2016,Female,Mortality,Mental and behavioural disorders,Crude rate,Deaths per 100 000 inhabitants,4.2
South Africa,2016,Female,Mortality,Diseases of the musculoskeletal system and connective tissue,Crude rate,Deaths per 100 000 inhabitants,4.2
South Africa,2018,Female,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Crude rate,Deaths per 100 000 inhabitants,4.2
Austria,2015,Female,Mortality,Diseases of the musculoskeletal system and connective tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
Belgium,2021,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.3
Colombia,2017,Female,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Crude rate,Deaths per 100 000 inhabitants,4.3
Costa Rica,2015,Female,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Crude rate,Deaths per 100 000 inhabitants,4.3
Costa Rica,2020,Female,Mortality,Certain conditions originating in the perinatal period,Crude rate,Deaths per 100 000 inhabitants,4.3
France,2018,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.3
France,2020,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.3
France,2023,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.3
Greece,2018,Female,Mortality,Diseases of the musculoskeletal system and connective tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
Iceland,2023,Female,Mortality,Certain infectious and parasitic diseases,Crude rate,Deaths per 100 000 inhabitants,4.3
Israel,2017,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
Japan,2023,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.3
Lithuania,2015,Female,Mortality,Mental and behavioural disorders,Crude rate,Deaths per 100 000 inhabitants,4.3
Mexico,2021,Female,Mortality,Diseases of the blood and blood-forming organs,Crude rate,Deaths per 100 000 inhabitants,4.3
Poland,2016,Female,Mortality,Certain infectious and parasitic diseases,Crude rate,Deaths per 100 000 inhabitants,4.3
Slovak Republic,2020,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
United Kingdom,2019,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
United Kingdom,2024,Female,Mortality,Diseases of the skin and subcutaneous tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
Argentina,2020,Female,Mortality,Certain conditions originating in the perinatal period,Crude rate,Deaths per 100 000 inhabitants,4.3
Brazil,2019,Female,Mortality,Mental and behavioural disorders,Crude rate,Deaths per 100 000 inhabitants,4.3
Brazil,2020,Female,Mortality,Mental and behavioural disorders,Crude rate,Deaths per 100 000 inhabitants,4.3
Brazil,2021,Female,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Crude rate,Deaths per 100 000 inhabitants,4.3
Croatia,2018,Female,Mortality,Diseases of the musculoskeletal system and connective tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
Peru,2016,Female,Mortality,Certain conditions originating in the perinatal period,Crude rate,Deaths per 100 000 inhabitants,4.3
Peru,2018,Female,Mortality,Diseases of the musculoskeletal system and connective tissue,Crude rate,Deaths per 100 000 inhabitants,4.3
Peru,2020,Female,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Crude rate,Deaths per 100 000 inhabitants,4.3
Chile,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,140.5
Chile,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,140
Chile,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,140.8
Chile,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,140
Chile,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,141.8
Chile,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,139.5
Chile,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,140.3
Chile,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,142.7
Chile,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,142
Colombia,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,91.4
Colombia,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,94.1
Colombia,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,96.6
Colombia,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,97.4
Colombia,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,98.7
Colombia,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,96.8
Colombia,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,96.6
Colombia,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,97.1
Colombia,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,99.7
Costa Rica,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,89.5
Costa Rica,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,95.1
Costa Rica,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,98.1
Costa Rica,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,100.3
Costa Rica,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,102.1
Costa Rica,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,104.7
Costa Rica,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,104.8
Costa Rica,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,102.1
Costa Rica,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,113.2
Czechia,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,229.3
Czechia,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,231.2
Czechia,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,229.7
Czechia,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,235.6
Czechia,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,238.9
Czechia,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,236.3
Czechia,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,236.9
Czechia,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,236.5
Czechia,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,230.6
Czechia,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,231
Estonia,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,261.1
Estonia,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,260.2
Estonia,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,263.7
Estonia,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,268
Estonia,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,264.2
Estonia,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,253.4
Estonia,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,256.2
Estonia,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,244.8
Estonia,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,231.8
Estonia,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,242.1
France,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,207.6
France,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,211.3
France,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.4
France,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,210
France,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.2
France,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,211.3
France,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,210.2
France,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.5
France,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.7
Germany,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,258.6
Germany,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,262.5
Germany,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,259.5
Germany,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,260.9
Germany,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,262.1
Germany,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,260.2
Germany,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,258.7
Germany,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,262.3
Germany,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,262.4
Greece,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,213
Greece,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,222.7
Greece,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,217.7
Greece,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,219.1
Greece,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,224.5
Greece,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,228.8
Greece,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,227.2
Greece,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,220.9
Greece,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,227.2
Israel,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,130.9
Israel,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,131.4
Israel,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,131.4
Israel,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,130.8
Israel,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,132.6
Israel,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,126.2
Israel,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,124.3
Israel,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,121.8
Israel,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,121.5
Korea,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,117.4
Korea,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,120.2
Korea,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,119.8
Korea,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,120.3
Korea,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,122.7
Korea,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,123.8
Korea,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,125.6
Korea,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,127.2
Korea,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,131.2
Latvia,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,270.9
Latvia,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,266
Latvia,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,271.2
Latvia,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,276.9
Latvia,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,276.3
Latvia,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,291.1
Latvia,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,273.8
Latvia,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,271.3
Latvia,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,266.5
Latvia,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,272.3
Lithuania,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,240.6
Lithuania,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,241
Lithuania,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,241.7
Lithuania,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,243.2
Lithuania,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,245.5
Lithuania,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,253.5
Lithuania,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,239.5
Lithuania,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,247.7
Lithuania,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,239.4
Lithuania,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,251.3
Luxembourg,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,200.1
Luxembourg,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,178.5
Luxembourg,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,203.7
Luxembourg,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,187.6
Luxembourg,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,181.1
Luxembourg,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,174
Luxembourg,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,161.5
Luxembourg,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,179.3
Luxembourg,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,172.3
Luxembourg,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,175.8
New Zealand,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,194.8
New Zealand,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,190.4
New Zealand,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,187.2
New Zealand,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,189.4
New Zealand,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,182.2
New Zealand,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,185.2
Poland,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,241
Poland,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,243
Poland,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,247.9
Poland,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,254.2
Poland,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,255.3
Poland,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,256.7
Poland,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,246.7
Poland,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,258
Poland,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,269.1
Poland,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,272.4
Portugal,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,202
Portugal,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,208.5
Portugal,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,208.6
Portugal,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.9
Portugal,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,220.5
Portugal,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,217
Portugal,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,216.9
Slovak Republic,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,216.4
Slovak Republic,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,218.9
Slovak Republic,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,223.5
Slovak Republic,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,215.5
Slovak Republic,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,226
Slovak Republic,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,211.7
Slovak Republic,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,211.7
Slovak Republic,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,220
Slovak Republic,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,217.8
Slovenia,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,263
Slovenia,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,262.7
Slovenia,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,271.4
Slovenia,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,287.6
Slovenia,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,267.5
Slovenia,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,272.1
Slovenia,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,255.9
Slovenia,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,271.1
Slovenia,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,275.6
Slovenia,2024,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,291
Argentina,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,141.8
Argentina,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,141.5
Argentina,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,141.2
Argentina,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,134.9
Argentina,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,139.4
Argentina,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,132.2
Argentina,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,135.1
Argentina,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,134.4
Argentina,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,136.1
Brazil,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,95
Brazil,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,96.4
Brazil,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,99.6
Brazil,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,102.2
Brazil,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,104.3
Brazil,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,101.7
Brazil,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,103.6
Brazil,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,107.6
Brazil,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,112.1
Bulgaria,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,210.1
Bulgaria,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,204.2
Bulgaria,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,208.3
Bulgaria,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.4
Bulgaria,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,224.7
Bulgaria,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,232.2
Bulgaria,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,218.2
Bulgaria,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.2
Bulgaria,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,215
Croatia,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,283.3
Croatia,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,286.9
Croatia,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,285.4
Croatia,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,287.1
Croatia,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,283
Croatia,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,283.9
Croatia,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,289.1
Croatia,2023,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,289.2
Peru,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,66
Peru,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,64.6
Peru,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,71.4
Peru,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,82.1
Peru,2019,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,86.7
Peru,2020,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,92.2
Peru,2021,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,102.2
Peru,2022,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,90.6
Romania,2015,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,207.1
Romania,2016,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,209.5
Romania,2017,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,212.9
Romania,2018,Female,Mortality,Neoplasms,Crude rate,Deaths per 100 000 inhabitants,215.1
